sample_id,load_time,p2p_edge_time,comment
1032701,1.0464611053466797,0.7724282741546631,11_15-loadfailedsamples-80gigsdb-allcores-nopool-46644_finalerrorlogrow
7305191,0.7032701969146729,0.31705403327941895,11_15-loadfailedsamples-80gigsdb-allcores-nopool-46644_finalerrorlogrow
5264971,0.5382370948791504,0.26428771018981934,11_15-loadfailedsamples-80gigsdb-allcores-nopool-46644_finalerrorlogrow
4540071,1.6279592514038086,0.8578402996063232,11_15-loadfailedsamples-80gigsdb-allcores-nopool-46644_finalerrorlogrow
1052881,0.9135468006134033,0.5081508159637451,11_15-loadfailedsamples-80gigsdb-allcores-nopool-46644_finalerrorlogrow
EARTH_3300018058_14,0.6795260906219482,0.28876209259033203,11_15-loadfailedsamples-80gigsdb-allcores-nopool-46644_finalerrorlogrow
7881081,0.3760838508605957,0.1456446647644043,11_15-loadfailedsamples-80gigsdb-allcores-nopool-46644_finalerrorlogrow
2322931,1.5085513591766357,0.8083734512329102,11_15-loadfailedsamples-80gigsdb-allcores-nopool-46644_finalerrorlogrow
6937341,0.3884470462799072,0.2547488212585449,11_15-loadfailedsamples-80gigsdb-allcores-nopool-46644_finalerrorlogrow
GUT_GENOME096723,0.8501238822937012,0.4653019905090332,11_15-loadfailedsamples-80gigsdb-allcores-nopool-46644_finalerrorlogrow
8333681,0.5483360290527344,0.2924189567565918,11_15-loadfailedsamples-80gigsdb-allcores-nopool-46644_finalerrorlogrow
649818,0.9212889671325684,0.4707310199737549,11_15-loadfailedsamples-80gigsdb-allcores-nopool-46644_finalerrorlogrow
1994951,0.34854745864868164,0.19724559783935547,11_15-loadfailedsamples-80gigsdb-allcores-nopool-46644_finalerrorlogrow
1826651,1.4358782768249512,0.8686950206756592,11_15-loadfailedsamples-80gigsdb-allcores-nopool-46644_finalerrorlogrow
577261,1.248711347579956,0.7497446537017822,11_15-loadfailedsamples-80gigsdb-allcores-nopool-46644_finalerrorlogrow
5151071,0.20085811614990234,0.07866501808166504,11_15-loadfailedsamples-80gigsdb-allcores-nopool-46644_finalerrorlogrow
8042181,1.4578053951263428,0.9563083648681641,11_15-loadfailedsamples-80gigsdb-allcores-nopool-46644_finalerrorlogrow
